17.46	0.072	15	1.44
16.92	0.17	16.4	3.4
17.1	0.134	13.73	2.68
19.78	0.009	12.79	0.18
22.64	0	16.1	0
25.46	0.002	16.42	0.04
28.32	0	12.79	0
31.18	0	11.28	0
34.04	0	12.23	0
36.86	0.002	12.86	0.04
39.72	0	13.63	0
42.58	0	14.17	0
45.44	0	15.98	0
47.94	0	16.9	0
50.44	0	16.46	0
52.94	0	17.56	0
55.44	0	18.73	0
57.6	0.017	14.14	0.34
60.1	0	14.61	0
62.6	0	13.13	0
64.96	0.007	11.35	0.14
67.36	0.005	9.95	0.1
69.82	0.002	9.5	0.04
72.32	0	8.3	0
72.02	0.14	10.17	2.8
73.04	0.074	14.64	1.48
64.86	0.534	12.59	10.68
65.22	0.107	12.28	2.14
66.34	0.069	12.27	1.38
68.5	0.017	10.16	0.34
70.54	0.023	12.76	0.46
72.1	0.047	11.3	0.94
74.46	0.007	9.39	0.14
76.96	0	7.74	0
79.46	0	10.58	0
81.92	0.002	9.86	0.04
84.42	0	8.52	0
83.12	0.19	11.37	3.8
85.5	0.006	16.59	0.12
88	0	14.59	0
90.5	0	14.21	0
91.74	0.063	12.98	1.26
94.14	0.005	14.28	0.1
96.4	0.012	15.3	0.24
97.93	0	15.73	0
99.46	0	19.95	0
100.99	0	18.36	0
102.52	0	14.6	0
104.05	0	17.72	0
84.02	8.624	17.52	21.56
85.43	0.006	13.83	0.12
84.76	0.11	11.66	2.2
86.21	0.004	11.89	0.08
87.74	0	12.58	0
81.65	0.381	14.71	7.62
79.82	0.168	11.56	3.36
81.09	0.013	10.77	0.26
82.52	0.005	8.85	0.1
84.01	0.002	8.51	0.04
81.38	0.208	11.72	4.16
81.07	0.092	8.05	1.84
78.08	0.226	9.55	4.52
66.57	0.652	13.38	13.04
19.86	19.296	13.66	48.24
21.27	0.006	14.3	0.12
14.72	0.404	12.5	8.08
14.43	0.091	13.42	1.82
14.96	0.05	12.92	1
0	0.03	12.69	16.52
0	1.21	9.95	2.74
0	0.41	10.68	1.94
0	11.47	10.68	13
0	4.29	7.47	5.82
0.83	0.035	8.8	0.7
0.86	0.054	7.27	1.08
0	1.81	5.79	3.78
0	7.89	7.12	9
0	1.77	6.08	2.88
1.01	0.005	4.61	0.1
0	1.7	5.33	3.82
0.59	0.026	8.19	0.52
0.36	0.067	7.95	1.34
1.31	0.008	11.37	0.16
2.14	0.014	12.26	0.28
3.25	0	8.1	0
4.36	0	8.03	0
5.47	0	11.33	0
6.54	0.002	8.1	0.04
7.37	0.014	8.79	0.28
8.3	0.009	8.47	0.18
8.95	0.023	9.06	0.46
9.64	0.021	8.04	0.42
2.95	0.39	6.97	7.8
0.68	0.169	6.87	3.38
0	17.53	7.6	19.32
0	6.19	9.33	7.3
0	0.51	10.45	1.62
0	12.25	9.76	13.36
0	3.61	9.74	4.72
0	1.61	9.12	2.72
0.97	0.007	8.64	0.14
2.08	0	7.25	0
3.09	0.005	7.28	0.1
2.9	0.065	10.58	1.3
3.89	0.006	8.6	0.12
4.34	0.015	9.96	0.3
4.85	0.012	7.94	0.24
5.6	0	7.22	0
0	0.37	11.06	6.72
0	7.99	6.91	8.74
0.41	0.017	5.05	0.34
0.6	0.028	3.91	0.56
1.35	0	6.64	0
2.06	0.002	7.48	0.04
2.35	0.023	4.3	0.46
3.1	0	5.19	0
3.85	0	6.01	0
3.98	0.031	7.09	0.62
4.61	0.006	7.6	0.12
5.18	0.009	4.27	0.18
3.59	0.117	2.46	2.34
0	0.46	0.45	4.8
0	7.79	1.25	8.54
0	0.71	2.39	1.46
0.75	0	2.54	0
0.72	0.039	2.63	0.78
1.43	0.002	5.16	0.04
0.42	0.088	6.03	1.76
1.07	0.005	5.79	0.1
1.42	0.02	5.82	0.4
0.17	0.1	5.89	2
0	0.82	4.99	1.74
0	21.39	4.72	22.14
0	2.25	4.99	3
0	7.05	4.98	7.8
0	0.6	2.93	0.96
0	9.52	1.72	9.88
0	2.58	-0.37	2.94
0	4.7	-1.7	5.06
0	1.52	2.8	1.88
0	0.12	4.77	0.48
0.3	0.003	3.29	0.06
0	1.3	3.99	1.96
0	5.96	1.93	6.32
0	0.92	1.06	1.28
0	11.74	-1.79	12.1
0.34	0.001	-0.13	0.02
0	3.64	-1.61	4.34
0	5.54	-0.31	5.9
0	0.64	1.16	1
0	1.74	3.6	2.1
0	1.36	1.96	1.72
0	1.38	-2.93	1.74
0.14	0.011	-3.09	0.22
0	0.02	-2.08	0.52
0	3.64	-0.11	4
0	7.8	3.02	8.16
0	9.44	3.88	9.8
0	32.7	4.11	33.06
0	0.46	1.68	0.82
0.36	0	0.17	0
0.72	0	0.04	0
1.06	0.001	-0.27	0.02
0	0.48	1.53	1.9
0	1.06	2.03	1.42
0.08	0.014	2.63	0.28
0.7	0.005	4.34	0.1
0.42	0.05	6.04	1
0.04	0.055	4.49	1.1
0	0.62	1.62	1.38
0	2.9	4.07	3.62
0.64	0.004	5.9	0.08
0	1.62	4.84	2.98
0	0.08	3.24	0.8
0.6	0.006	2.16	0.12
1.24	0.004	2.61	0.08
1.94	0.001	3.44	0.02
2.44	0.011	1.51	0.22
0	3.82	-1.71	6.98
0.68	0.002	-0.19	0.04
1.38	0.001	2.84	0.02
1.8	0.015	5.29	0.3
2.44	0.004	7.18	0.08
2.6	0.028	6.64	0.56
3.18	0.007	3.86	0.14
3.72	0.009	4.08	0.18
0	1.32	4.38	5.76
0	2.06	2.07	2.78
0	0.86	2.4	1.58
0.72	0	2.79	0
1.44	0	1.42	0
2.08	0.004	0.85	0.08
2.6	0.01	2.08	0.2
0.5	0.141	5.37	2.82
0	0.5	4.05	1.72
0	3.28	4.02	4
0	7.52	4.17	8.24
0.56	0.016	5.46	0.32
0.92	0.026	3.07	0.52
1.74	0.003	6.1	0.06
2.6	0.001	7.74	0.02
3.48	0	9.63	0
2.64	0.086	6.16	1.72
2.24	0.064	4.83	1.28
1.36	0.088	4.36	1.76
1.34	0.045	4.83	0.9
1.92	0.015	4.42	0.3
1.68	0.056	4.5	1.12
1.82	0.037	1.6	0.74
2.42	0.014	2.24	0.28
3.16	0.007	1.19	0.14
3.46	0.029	1.38	0.58
3.66	0.034	-0.38	0.68
3.08	0.073	0.53	1.46
0.9	0.153	0.57	3.06
1.24	0.027	1.44	0.54
1.16	0.048	-0.89	0.96
2.04	0	1.13	0
2.92	0	0.65	0
3.68	0.006	4.27	0.12
4.4	0.008	2.52	0.16
4.58	0.035	3.87	0.7
4.82	0.032	6.42	0.64
3.92	0.089	5.3	1.78
4.08	0.036	2.71	0.72
4.34	0.031	3.18	0.62
3.93	0.085	1.79	1.7
3.44	0.089	2.82	1.78
2.81	0.096	1.53	1.92
3.44	0.033	-0.5	0.66
4.67	0.003	2.86	0.06
5.82	0.007	7.86	0.14
6.95	0.008	10.52	0.16
8.18	0.003	10.35	0.06
6.15	0.166	8.88	3.32
7.36	0.004	7.39	0.08
8.65	0	7.94	0
9.62	0.016	8.33	0.32
9.43	0.074	9.11	1.48
9.44	0.064	4.68	1.28
10.73	0	5.81	0
12.02	0	8.97	0
13.25	0.003	6.57	0.06
14.54	0	5.08	0
15.83	0	7.28	0
17.12	0	8.13	0
18.09	0.016	8.06	0.32
19.38	0	3.92	0
0	1.79	0.75	22.46
0.33	0.048	3.45	0.96
0	0.04	3.03	1.66
0	0.07	2.32	1.36
1.15	0.007	3.38	0.14
2.16	0.014	3.08	0.28
3.07	0.019	4.57	0.38
4.36	0	6.87	0
0	0.07	5.86	5.72
0	16.62	5.28	18.08
0	12.64	0.63	14.1
0	2.54	-0.49	4
1.24	0.011	-0.15	0.22
2.7	0	4.14	0
4.16	0	4.33	0
5.26	0.018	3.07	0.36
6.7	0.001	6.69	0.02
8.16	0	4.71	0
7.86	0.088	5.32	1.76
0	7.44	3.5	16.76
0	15.14	3.28	16.6
0	5.22	3.17	6.68
0.18	0.064	2.82	1.28
0	1.22	2.04	2.86
1.2	0.013	2.79	0.26
0	3.16	1.03	5.82
0.82	0.032	5.77	0.64
0	0.86	6.13	3.14
0	0.64	9.62	2.1
0	0.32	9.49	1.78
0	3.52	8.6	4.98
0	11.1	7.28	12.56
0	18.52	7.8	19.98
0	24.7	4.1	26.16
0	34.86	5.96	36.32
1.26	0.01	8.42	0.2
2.58	0.007	8.8	0.14
4.04	0	9.28	0
5.5	0	10.73	0
8.08	0	9.7	0
10.56	0.005	9.15	0.1
13.14	0	9.28	0
15.72	0	7.14	0
18.3	0	6.98	0
20.88	0	8.99	0
23.46	0	11.12	0
26.04	0	11.2	0
28.62	0	13.33	0
31.2	0	9.14	0
33.78	0	9.04	0
36.36	0	8.85	0
38.94	0	11.24	0
41.52	0	13.62	0
43.22	0.044	13.75	0.88
39.24	0.328	11.12	6.56
39.5	0.116	9.35	2.32
35.08	0.35	8.47	7
36.62	0.052	8.12	1.04
38.28	0.046	6.4	0.92
36.8	0.203	10.3	4.06
37.94	0.072	9.03	1.44
39.14	0.069	9.36	1.38
40.22	0.075	7.26	1.5
38.28	0.226	7.48	4.52
31.46	0.47	5.87	9.4
25.92	0.406	5.59	8.12
26.24	0.113	7.52	2.26
27.6	0.061	7.48	1.22
22.46	0.386	7.38	7.72
20.58	0.223	7.07	4.46
22.71	0.03	11.97	0.6
25.44	0	10	0
27.43	0.037	6.37	0.74
28.06	0.105	6.52	2.1
30.51	0.014	7.38	0.28
26.74	0.325	9.35	6.5
28.27	0.06	9.56	1.2
30.04	0.048	9.99	0.96
27.29	0.274	10.19	5.48
28.82	0.06	10.24	1.2
31.43	0.006	10	0.12
33.24	0.046	14.02	0.92
35.97	0	11.88	0
38.7	0	10.9	0
41.39	0.002	9.35	0.04
44.12	0	9.94	0
46.85	0	14.01	0
49.4	0.009	13.84	0.18
52.07	0.003	14.74	0.06
54.78	0.001	14.36	0.02
55.25	0.113	14.79	2.26
44.46	0.676	12.97	13.52
46.93	0.013	11.15	0.26
48.48	0.059	10.02	1.18
51.21	0	9.04	0
53.86	0.004	9.06	0.08
56.59	0	11.14	0
59.32	0	11.2	0
61.41	0.032	7.32	0.64
64.04	0.005	9.51	0.1
66.39	0.009	11.44	0.18
68.92	0	12.97	0
71.45	0	10.74	0
73.34	0.032	11.39	0.64
75.85	0.001	9.95	0.02
78.38	0	10.13	0
80.43	0.024	9.78	0.48
80.58	0.119	12.04	2.38
67.81	0.765	10.21	15.3
69.8	0.027	10.58	0.54
71.99	0.017	9.42	0.34
74.52	0	9.92	0
76.29	0.038	13.17	0.76
78.26	0.028	11.48	0.56
80.79	0	11.56	0
83.32	0	11.78	0
85.85	0	9.99	0
88.38	0	14.38	0
90.91	0	16.84	0
93.44	0	14.25	0
95.85	0.006	15.14	0.12
98.38	0	16.35	0
100.89	0.001	13.19	0.02
103.3	0.006	11.7	0.12
104.27	0.078	12.69	1.56
106.8	0	15.25	0
108.31	0.051	14.05	1.02
102.06	0.439	14.34	8.78
102.17	0.121	15.4	2.42
95.88	0.441	15.18	8.82
97.21	0.06	14.29	1.2
96.24	0.156	16.78	3.12
98.23	0.008	12.98	0.16
100.2	0.009	12.6	0.18
102.35	0	14.34	0
104.34	0.008	13.91	0.16
106.49	0	16.97	0
104.02	0.231	11.83	4.62
98.33	0.392	14.09	7.84
95.58	0.245	14.43	4.9
97.73	0	16.5	0
99.88	0	12.85	0
102.01	0.001	14.36	0.02
87.34	0.841	15.24	16.82
88.85	0.032	16.71	0.64
86.52	0.224	13.65	4.48
85.67	0.15	12.4	3
81.84	0.299	11.54	5.98
78.27	0.286	10.72	5.72
61.8	7.448	10.35	18.62
62.77	0.059	10.74	1.18
58.3	0.331	10.86	6.62
59.89	0.028	11.46	0.56
62.04	0	12.45	0
64.19	0	16.53	0
66.02	0.016	16.7	0.32
61.29	0.344	14.91	6.88
59.06	0.219	14.78	4.38
60.81	0.02	12.19	0.4
62.96	0	11.42	0
64.57	0.027	10.63	0.54
59.22	0.375	11.13	7.5
50.1	0.535	13.03	10.7
50.64	0.052	11.69	1.04
52.22	0	8.98	0
51.2	0.13	9.44	2.6
45.14	0.382	13.31	7.64
41.98	0.237	12.52	4.74
42.46	0.055	12.63	1.1
44.04	0	13.11	0
45.62	0	12.13	0
42.86	0.217	12.26	4.34
25.42	7.608	10.19	19.02
26.16	0.042	10.73	0.84
27.56	0.009	11.99	0.18
28.18	0.048	11.78	0.96
29.76	0	9.56	0
31.32	0.001	10.54	0.02
25.56	0.367	11.93	7.34
26.94	0.01	11.12	0.2
2.2	10.528	7.3	26.32
0.56	0.161	9.97	3.22
0	5.02	9.92	7.16
0	0.16	13.41	1.74
1.08	0.025	11.63	0.5
0	1.36	12.89	4.02
0.62	0.048	12.28	0.96
0	8.24	11.24	10.44
0	1.18	12.52	2.76
1.48	0.005	7.66	0.1
1.54	0.076	9.93	1.52
3.04	0.004	12.61	0.08
4.03	0	10.43	0
4.84	0.009	12.59	0.18
0	7.75	9.44	13.58
0.99	0	10.27	0
1.36	0.031	5.94	0.62
2.33	0.001	7.32	0.02
0	1	5.69	4.32
0.93	0.003	6.89	0.06
0	40.6	4.02	42.52
0	33.33	5.86	34.32
0	22.55	6.85	23.54
0	4.91	8.38	5.9
0	1.49	9.03	2.48
0.93	0.003	9.48	0.06
1.92	0	9.31	0
0.93	0.099	9.35	1.98
0.58	0.067	6.4	1.34
1.55	0.001	8.61	0.02
2.54	0	6.82	0
0.83	0.135	5.47	2.7
1.5	0.016	7.22	0.32
1.61	0.044	4.08	0.88
2.5	0.005	7.26	0.1
0	1.21	8.88	4.7
0.99	0	9.51	0
1.16	0.041	7.09	0.82
0.11	0.102	6.69	2.04
0	15.28	6.37	16.38
0.61	0.019	7.06	0.38
0.06	0.077	2.33	1.54
0.97	0.004	4.34	0.08
1.1	0.016	2.51	0.32
0.43	0.056	1.06	1.12
0	0.28	2.97	1.16
0.09	0.018	3.66	0.36
0	4.38	3.33	4.92
0	41.67	2.61	42.12
0	23.73	5.41	24.18
0	12.13	5.92	12.58
0	0.29	6.32	0.74
0	0.69	3.9	1.14
0	7.17	4.05	7.62
0.19	0.013	2.96	0.26
0.22	0.021	3.21	0.42
0.49	0.009	4.91	0.18
0	4.96	3.33	5.9
0.07	0.019	4.08	0.38
0	0.64	2.02	1.16
0	1.35	2.26	1.8
0	24.25	2.2	24.7
0	2.99	3.2	3.44
0	17.87	2.3	18.32
0	4.61	3.11	5.06
0.31	0.007	4.49	0.14
0	2.64	2.68	3.4
0	5.81	2.95	6.26
0	0.61	4.83	1.06
0	0.09	3.21	0.54
0	2.87	5.84	3.32
0	1.47	8.09	1.92
0	6.17	6.45	6.62
0	2.99	7.33	3.2
0	0.19	7.55	0.4
0	1.63	7.23	1.84
0	4.47	7.59	4.68
0	3.13	9.02	3.34
0	0.09	7.44	0.3
0	12.85	7.11	13.06
0	16.91	6.11	17.12
0	1.03	7.31	1.24
0	1.83	6.17	2.04
0	0.05	5.51	0.26
0	6.71	4.94	6.92
0	1.99	4.41	2.2
0	11.23	4.26	11.44
0	1.73	0.12	1.94
0.13	0.004	-0.37	0.08
0.14	0.01	-2.25	0.2
0.11	0.012	-0.21	0.24
0	6.84	2.82	7.16
0	0.63	5.53	0.84
0	0.53	5.94	0.74
0	1.77	4.68	1.98
0	1.17	4.4	1.38
0	1.79	-0.01	2
0	0.91	-1.96	1.12
0	0.01	-2.71	0.22
0	0.09	-6.08	0.3
0	3.77	-5	3.98
0	4.19	-2.46	4.4
0.11	0.005	-0.61	0.1
0	7.58	-1.51	7.9
0	4.36	0.27	4.6
0	0	3.81	0.24
0	2.96	2	3.2
0.06	0.009	2.86	0.18
0	1.54	-0.38	1.84
0.22	0.001	-1.21	0.02
0.12	0.017	-0.04	0.34
0.18	0.009	1.88	0.18
0	0.42	-0.23	0.84
0	0.36	-1.16	0.6
0.24	0	-0.66	0
0.48	0	0.47	0
0.72	0	0	0
0.96	0	-0.1	0
1.2	0	-0.75	0
1.44	0	-2.06	0
1.62	0.003	-3.89	0.06
0.82	0.052	-2.17	1.04
0.04	0.051	-0.11	1.02
0	0.18	0.3	0.46
0	3.56	0.7	3.8
0	30.3	2.65	30.54
0	10.62	4.1	10.86
0	0.18	4.55	0.42
0	0.64	2.59	0.88
0	0	3.27	0.24
0.24	0	3.24	0
0.48	0	0.14	0
0.72	0	1.01	0
0.14	0.041	-1.74	0.82
0.34	0.002	0.3	0.04
0	6.73	-0.46	7.6
0	9.97	2.07	10.5
0	5.53	1.41	6.06
0	5.53	-1.86	6.06
0	6.37	-1.48	6.9
0	7.97	-0.29	8.5
0.41	0.006	0.24	0.12
0.94	0	-1.73	0
1.47	0	-2.77	0
0	1.86	-1.51	3.86
0	0.19	3.71	0.72
0.53	0	5.8	0
1.06	0	3.97	0
1.59	0	4.02	0
2.12	0	3.64	0
2.61	0.002	2.82	0.04
3.14	0	4.81	0
3.59	0.004	2.02	0.08
4.12	0	2.79	0
4.61	0.002	4.83	0.04
4.92	0.011	5.32	0.22
3.81	0.082	3.83	1.64
1.16	0.159	0.88	3.18
0	0.49	-1.46	2.18
0	0.79	-1.07	1.32
0	7.73	-3.97	8.26
0	0.49	-1.63	1.02
0.05	0.024	-3.28	0.48
0.75	0.004	-5.66	0.08
1.49	0.002	-6.83	0.04
2.17	0.005	-6.62	0.1
2.83	0.006	-1.67	0.12
3.61	0	2.86	0
0.13	0.213	-0.15	4.26
0.37	0.027	4.27	0.54
0.83	0.016	5.64	0.32
0.15	0.073	7.3	1.46
0.85	0.004	6.27	0.08
0	17.67	5.3	19.3
0	16.14	1.83	16.92
0	1.64	2.9	2.42
0.32	0.023	3.96	0.46
0.38	0.036	0.76	0.72
0	0.32	0.84	1.48
0	0.34	0.07	1.12
0	0.3	-0.27	1.08
0.64	0.007	0.53	0.14
0	0.02	-0.33	1.44
0	3.12	-0.19	3.9
0	2.42	0.82	3.2
0	9.22	1.36	10
0	4.58	1.37	5.36
0	1.1	1.8	1.88
0.5	0.014	-0.13	0.28
0	7.96	1.39	9.24
0	16.86	2.79	17.64
0	1.72	2.88	2.5
0	0.18	5.81	0.96
0.78	0	7.41	0
2.52	0.001	6.89	0.02
1.34	0.147	8.42	2.94
2.72	0.019	5.98	0.38
4.38	0.005	4.41	0.1
6.14	0	4.82	0
4.92	0.149	3.02	2.98
6.62	0.003	5.15	0.06
8.38	0	5.45	0
9.1	0.052	5.36	1.04
9.66	0.06	5.49	1.2
11.32	0.005	5.75	0.1
13.08	0	3.31	0
14.66	0.009	3.64	0.18
14.74	0.084	8.19	1.68
14.78	0.086	5.51	1.72
16.42	0.006	4.65	0.12
14.14	0.202	4.26	4.04
7.64	0.413	2.14	8.26
5.22	0.209	3.19	4.18
6.32	0.033	4.62	0.66
6.84	0.062	6.52	1.24
6.5	0.105	5.59	2.1
0.88	0.369	5.35	7.38
0.74	0.095	6.97	1.9
0	0.12	4.01	2.62
1.66	0.005	7.52	0.1
3.08	0.017	6.04	0.34
0	0.08	7.07	4.92
0	5.28	5.03	7.04
1.26	0.025	5.9	0.5
3.8	0	7.03	0
6.34	0	10.6	0
3.62	0.263	6.19	5.26
6	0.008	5.31	0.16
8.54	0	5.77	0
11.08	0	9.77	0
13.62	0	7.47	0
16.16	0	7.88	0
18.7	0	6.84	0
21.24	0	8.8	0
23.78	0	10.95	0
26.32	0	13.52	0
28.86	0	12.87	0
31.4	0	9.26	0
29	0.247	7.68	4.94
25.18	0.318	7.79	6.36
25.16	0.128	9.05	2.56
26.56	0.057	8.41	1.14
29	0.005	8.16	0.1
31.54	0	10.12	0
34.08	0	11.85	0
36.62	0	13.66	0
39.16	0	15.03	0
41.7	0	12.86	0
44.24	0	12.2	0
46.78	0	15.17	0
49.24	0.004	14.05	0.08
51.62	0.008	15.04	0.16
54.12	0.002	13.23	0.04
54.1	0.128	11.05	2.56
55.72	0.046	10.7	0.92
53.23	0.249	11.38	4.98
53.72	0.1	7.53	2
56.21	0	8.96	0
58.34	0.018	12.85	0.36
60.57	0.013	11.76	0.26
59.76	0.165	9.73	3.3
59.03	0.161	6.62	3.22
56.9	0.231	7.1	4.62
57.05	0.117	7.69	2.34
59.5	0.002	7.28	0.04
61.99	0	9.9	0
64.48	0	10.24	0
66.01	0.048	10.65	0.96
66.12	0.119	8.43	2.38
63.35	0.263	7.29	5.26
65.46	0.019	8.5	0.38
67.75	0.01	8.92	0.2
68.3	0.097	8.17	1.94
70.19	0.03	13.13	0.6
72.66	0.001	13.56	0.02
75.15	0	11.98	0
77.64	0	12.79	0
80.13	0	13.11	0
82.62	0	15.32	0
84.81	0.015	15.56	0.3
79.78	0.376	11.79	7.52
81.83	0.022	13.84	0.44
83.32	0.05	13.76	1
85.75	0.003	13.47	0.06
88.24	0	15.7	0
90.68	0	15.34	0
90.32	0.14	19.88	2.8
92.5	0.013	19.24	0.26
94.88	0.003	17.66	0.06
97.32	0	17.1	0
98.9	0.043	15.28	0.86
99.06	0.114	14.2	2.28
101.46	0.002	15.58	0.04
103.66	0.012	13.28	0.24
97.4	0.435	12.28	8.7
90.5	0.467	10.72	9.34
86.92	0.301	12.12	6.02
84.38	0.249	10.26	4.98
86.42	0.02	9.07	0.4
86.2	0.133	10.12	2.66
80.62	0.401	10.01	8.02
80.66	0.12	8.86	2.4
81.32	0.089	10.03	1.78
83.64	0.006	10.96	0.12
83.32	0.138	11.38	2.76
84.5	0.063	13.01	1.26
86.68	0.013	15.65	0.26
89	0.006	11.54	0.12
90.56	0.044	13.24	0.88
92.62	0.019	12.11	0.38
94.68	0.019	15.03	0.38
91.2	0.296	17.06	5.92
93.58	0.003	15.98	0.06
96.02	0	18.87	0
98	0.023	13.1	0.46
100.34	0.005	11.09	0.1
99.05	0.176	12.43	3.52
94.4	0.344	14.31	6.88
95.97	0.033	14.64	0.66
86.2	0.6	12.03	12
84.51	0.196	10.74	3.92
85.94	0.04	11.17	0.8
87.65	0.026	11.46	0.52
89.68	0.01	11.33	0.2
91.17	0.037	10.68	0.74
